Lane_N_Count,Lane_S_Count,Lane_E_Count,Lane_W_Count,Congestion_N,Congestion_S,Congestion_E,Congestion_W,Current_Green_Lane,Green_Timer_Remaining,Event_Type,Event_Lane,Congestion_Level,Optimal_Action,Signal_Duration
28,9,25,27,59,42.7,75.8,62.8,S,39,Normal,None,High,GREEN_E,63
49,48,52,38,99.2,100,100,98.2,W,2,Ambulance,S,Severe,GREEN_S,35
23,21,18,16,67.6,62.3,55.3,54.6,S,24,Ambulance,N,High,GREEN_N,35
33,25,22,25,86,69.9,96.3,71.3,W,64,Normal,None,Severe,GREEN_E,65
30,40,33,25,69.1,76.7,69.1,65,W,46,Normal,None,High,GREEN_S,50
53,54,34,48,100,100,89.7,100,E,24,Ambulance,S,Severe,GREEN_S,35
8,4,13,3,62.1,23.2,48.8,27.4,E,25,Ambulance,N,Moderate,GREEN_N,35
13,14,20,26,57.2,45.5,77.5,62.7,S,1,Normal,None,High,GREEN_E,52
14,21,15,13,51.4,57.2,55.7,46.6,S,37,Normal,None,Moderate,GREEN_S,48
14,6,13,1,42.5,49.2,43.7,9.4,W,19,Ambulance,S,Moderate,GREEN_S,35
15,17,28,9,53.4,59.8,69.3,43.6,E,45,Normal,None,High,GREEN_E,48
13,21,22,18,50.2,60.6,62.8,71.2,W,1,Ambulance,W,High,GREEN_W,35
27,23,27,23,77.8,68.7,79.8,75.9,W,2,Normal,None,High,GREEN_E,48
23,13,9,27,58.4,56.8,52.7,62.4,S,39,Normal,None,High,GREEN_W,65
39,35,53,41,100,100,100,100,S,57,Normal,None,Severe,GREEN_W,70
25,21,21,24,62.6,47.3,62.2,60.5,W,10,Ambulance,N,High,GREEN_N,35
21,22,9,22,74.8,64.2,44.6,65.2,E,13,Ambulance,N,High,GREEN_N,35
37,36,36,23,77.7,88.5,82.8,70.9,E,9,Ambulance,S,Severe,GREEN_S,35
13,1,11,8,38.7,20.8,46.7,36.7,W,34,Normal,None,Moderate,GREEN_E,38
33,47,42,33,100,100,100,99.2,N,30,Normal,None,Severe,GREEN_S,72
46,44,40,42,100,94.8,100,100,W,41,Normal,None,Severe,GREEN_E,76
21,27,29,19,96.8,83.4,81.6,79.4,N,16,Breakdown,S,Severe,GREEN_N,58
40,21,31,36,84.3,74.4,78.5,98.1,E,9,Normal,None,Severe,GREEN_W,60
16,9,12,9,56.8,63.5,53.2,54.9,S,14,Ambulance,S,High,GREEN_S,35
47,40,43,51,100,100,97.8,100,E,19,Ambulance,N,Severe,GREEN_N,35
44,53,46,44,100,100,100,92.9,N,31,Breakdown,W,Severe,GREEN_E,73
33,34,32,53,99.6,91.7,100,100,S,27,Normal,None,Severe,GREEN_W,63
44,33,32,48,96.3,100,100,100,S,15,Ambulance,E,Severe,GREEN_E,35
15,8,9,25,53.9,43.3,77.2,67.4,S,7,Ambulance,E,High,GREEN_E,35
33,40,55,38,90.4,100,100,91.8,S,38,Normal,None,Severe,GREEN_E,79
47,36,39,39,100,91.3,100,100,S,28,Ambulance,W,Severe,GREEN_W,35
34,18,37,24,75.1,91.7,82.8,66.4,S,23,Ambulance,S,Severe,GREEN_S,35
10,8,2,1,38.1,36.5,19.9,14.1,W,2,Ambulance,N,Low,GREEN_N,35
3,9,4,11,24.3,30.6,48.2,40.2,E,13,Normal,None,Moderate,GREEN_E,47
35,34,46,37,100,100,100,100,N,34,Normal,None,Severe,GREEN_N,70
53,49,45,41,100,96.1,99.6,100,S,33,Normal,None,Severe,GREEN_W,66
45,35,39,42,100,100,95.9,100,N,11,Ambulance,S,Severe,GREEN_S,35
42,34,34,42,80,95.9,69,84.6,N,34,Normal,None,Severe,GREEN_S,55
33,47,54,53,100,93.4,100,100,W,29,Ambulance,N,Severe,GREEN_N,35
28,26,18,9,68.5,83.3,53.8,50.4,E,27,Breakdown,N,High,GREEN_S,55
27,19,26,21,59.8,70.8,57.9,60.3,W,7,Ambulance,S,High,GREEN_S,35
34,34,48,50,100,100,100,99.5,W,11,Ambulance,E,Severe,GREEN_E,35
36,49,54,54,91.6,100,100,100,S,10,Breakdown,S,Severe,GREEN_E,73
22,37,33,42,64.4,91.9,79,74,S,54,Normal,None,Severe,GREEN_S,81
12,24,28,10,70,63.8,60.9,50.3,W,26,Ambulance,N,High,GREEN_N,35
9,10,3,12,30.1,44.8,27.1,36.7,N,16,Breakdown,W,Moderate,GREEN_S,48
52,48,53,45,95.5,100,93.8,100,W,16,Ambulance,W,Severe,GREEN_W,35
39,48,53,35,97.1,100,100,93.4,W,11,Normal,None,Severe,GREEN_E,55
21,12,19,22,64.1,77.5,55.2,55.7,E,22,Ambulance,S,High,GREEN_S,35
6,5,13,8,27.8,27.9,38.7,36.6,W,11,Ambulance,E,Moderate,GREEN_E,35
47,42,52,46,100,96.8,98.8,100,S,44,Normal,None,Severe,GREEN_N,67
39,41,36,40,78.7,72.8,85.8,80,S,75,Normal,None,Severe,GREEN_E,82
17,17,9,15,63.2,59.7,47.8,76.2,E,4,Ambulance,W,High,GREEN_W,35
46,46,32,43,97.6,100,96,100,N,1,Ambulance,S,Severe,GREEN_S,35
45,54,44,53,92.5,95.9,100,100,W,2,Ambulance,E,Severe,GREEN_E,35
51,38,37,48,100,100,100,100,E,22,Ambulance,E,Severe,GREEN_E,35
34,34,26,27,74.3,75.9,86.7,68.3,N,1,Ambulance,E,Severe,GREEN_E,35
20,25,25,22,77.7,82.8,81.7,94.5,S,31,Ambulance,W,Severe,GREEN_W,35
7,15,5,6,24.4,35.8,50.1,30.1,S,1,Ambulance,E,Moderate,GREEN_E,35
34,33,37,47,100,93.5,100,100,E,27,Normal,None,Severe,GREEN_N,80
44,32,51,43,98.1,100,100,94.5,S,3,Ambulance,E,Severe,GREEN_E,35
27,37,31,39,74.3,83.9,69.3,71.4,W,19,Ambulance,S,High,GREEN_S,35
36,35,34,53,100,100,94.3,100,S,21,Ambulance,S,Severe,GREEN_S,35
39,25,34,25,81.6,67,76.5,78.5,E,21,Ambulance,N,High,GREEN_N,35
11,27,27,21,53.8,71.5,56.4,61.1,S,3,Normal,None,High,GREEN_S,63
53,47,37,44,100,98,100,94.8,E,5,Ambulance,E,Severe,GREEN_E,35
42,22,35,27,81.1,89.4,76.3,68.1,S,28,Ambulance,S,Severe,GREEN_S,35
9,9,23,28,55.1,52.1,63.9,74.6,N,37,Normal,None,High,GREEN_W,46
20,35,29,38,93.1,74.4,71.8,81.5,S,17,Ambulance,N,Severe,GREEN_N,35
9,10,21,13,47.4,51.7,70.1,56.4,N,11,Normal,None,High,GREEN_E,61
31,29,36,34,82,89.7,71.3,82.9,W,18,Normal,None,Severe,GREEN_S,78
20,12,12,11,62.5,61,47.4,46.3,S,3,Normal,None,Moderate,GREEN_N,47
35,43,47,36,100,100,100,100,W,10,Normal,None,Severe,GREEN_S,77
23,26,40,23,68.9,81.9,77.5,93.3,N,21,Breakdown,N,Severe,GREEN_W,75
32,46,43,32,96.7,97.4,100,100,E,13,Ambulance,E,Severe,GREEN_E,35
23,27,28,17,56.5,56.8,51.9,46.8,S,26,Normal,None,Moderate,GREEN_S,30
2,6,4,15,61.7,27.9,18.3,52.7,N,25,Ambulance,N,Moderate,GREEN_N,35
20,38,41,22,71,81.2,78.3,92.1,S,33,Ambulance,W,Severe,GREEN_W,35
16,19,18,22,60.8,72.6,48.2,62.9,N,4,Normal,None,High,GREEN_S,52
5,7,7,1,24.4,43,36.2,13.9,E,3,Ambulance,S,Low,GREEN_S,35
41,55,43,49,100,100,100,100,S,18,Breakdown,S,Severe,GREEN_N,72
45,38,38,51,100,93.7,100,100,S,65,Normal,None,Severe,GREEN_W,77
41,55,52,36,97.6,100,100,90.6,S,28,Normal,None,Severe,GREEN_E,69
27,26,29,30,70.6,72,71.8,82.9,W,41,Normal,None,High,GREEN_W,53
34,46,44,39,100,100,100,96.9,N,62,Breakdown,W,Severe,GREEN_E,76
2,7,7,14,18.4,26,27.2,41.6,S,4,Normal,None,Low,GREEN_W,32
51,35,55,55,100,97.7,100,100,N,42,Normal,None,Severe,GREEN_W,57
1,7,7,10,10.9,52.4,40.5,46.8,S,8,Normal,None,Moderate,GREEN_S,30
22,28,15,9,65.8,63.6,54.5,80.1,E,26,Ambulance,W,High,GREEN_W,35
12,15,26,27,43.7,46.3,63.8,54.1,N,32,Normal,None,Moderate,GREEN_E,41
11,17,19,22,56.4,71.1,52.8,58.8,W,8,Breakdown,E,High,GREEN_S,55
9,17,10,15,76.3,61.4,53.6,54.5,N,32,Normal,None,High,GREEN_N,49
41,46,45,42,100,99,100,100,E,33,Breakdown,N,Severe,GREEN_E,59
3,1,6,6,29.4,19.7,38.9,44,N,15,Normal,None,Moderate,GREEN_W,42
15,16,20,8,80.1,51.3,67.8,56.1,W,17,Normal,None,High,GREEN_N,48
44,49,37,32,95.5,100,100,100,E,15,Normal,None,Severe,GREEN_S,78
47,47,44,53,100,100,100,100,N,24,Normal,None,Severe,GREEN_E,71
6,11,2,8,34.1,35.4,15,32.5,S,18,Ambulance,S,Low,GREEN_S,35
8,15,19,25,77.1,52,57.2,70.8,W,15,Ambulance,N,High,GREEN_N,35
8,4,8,12,27.7,17.7,45.4,32.4,E,29,Ambulance,E,Low,GREEN_E,35
12,26,19,22,49.4,65.8,58.5,62.4,W,15,Normal,None,High,GREEN_S,53
27,22,23,32,81.2,70.3,88.5,72.4,N,38,Normal,None,Severe,GREEN_E,79
14,13,6,6,35.8,34,28.4,27.5,N,22,Normal,None,Moderate,GREEN_N,30
42,28,26,23,74.6,70.2,75.8,87.7,S,8,Ambulance,W,Severe,GREEN_W,35
20,20,17,9,64.1,60.8,60.3,78,E,13,Ambulance,W,High,GREEN_W,35
19,41,28,26,66.4,86.4,79.2,76.1,E,53,Breakdown,W,Severe,GREEN_S,82
41,38,41,49,100,100,96.1,100,W,27,Normal,None,Severe,GREEN_W,73
51,50,50,32,100,95.3,100,91.2,E,3,Normal,None,Severe,GREEN_N,69
8,1,4,15,37,13.3,24.7,40.6,W,14,Breakdown,E,Low,GREEN_W,25
40,49,53,37,100,100,100,90.2,W,31,Ambulance,S,Severe,GREEN_S,35
17,9,14,12,67.4,46.7,50.4,72.6,E,5,Ambulance,W,High,GREEN_W,35
40,53,38,53,97.8,96.8,100,97.4,E,26,Normal,None,Severe,GREEN_E,61
34,40,33,35,72.9,85.6,78.3,68.1,S,4,Ambulance,S,Severe,GREEN_S,35
13,11,12,12,27.8,29.3,45.8,37.5,W,19,Ambulance,E,Moderate,GREEN_E,35
8,14,9,10,45.8,70.3,57.7,52.2,E,25,Ambulance,S,High,GREEN_S,35
42,39,41,27,75.2,77.9,76.2,68.8,E,41,Normal,None,High,GREEN_S,59
5,5,4,4,26.2,29.8,32.6,39.5,W,17,Normal,None,Moderate,GREEN_W,42
2,9,11,8,24,34.9,39.7,47.4,N,32,Normal,None,Moderate,GREEN_W,45
12,11,20,23,59.2,55.2,68.2,55.8,E,3,Normal,None,High,GREEN_E,61
32,42,34,30,73.6,92.4,70.3,80,S,36,Normal,None,Severe,GREEN_S,58
7,12,3,11,29.7,31,20.8,33.6,S,13,Normal,None,Low,GREEN_W,18
19,26,16,24,74.1,62.6,50.2,53.3,N,8,Ambulance,N,High,GREEN_N,35
9,7,5,1,47.8,53.2,32.6,19,W,8,Ambulance,S,Moderate,GREEN_S,35
12,8,13,12,28.3,24.2,33.7,36.8,S,16,Normal,None,Low,GREEN_W,24
23,23,40,42,64.7,79.6,91.9,86.3,S,21,Breakdown,W,Severe,GREEN_E,55
37,33,48,51,100,97,100,100,W,16,Normal,None,Severe,GREEN_N,68
19,11,8,25,52.2,44.7,47.9,62.7,S,20,Normal,None,Moderate,GREEN_W,39
13,15,7,14,27.7,39.2,26.4,31.8,S,32,Normal,None,Moderate,GREEN_S,39
37,28,35,29,84.2,66.2,77.5,95.4,W,14,Normal,None,Severe,GREEN_W,58
13,3,4,2,52,31.4,31.8,63.8,W,7,Ambulance,W,Moderate,GREEN_W,35
34,46,34,55,99.5,100,100,100,W,16,Normal,None,Severe,GREEN_W,71
17,24,21,15,57.6,56.4,49.5,46.3,N,26,Ambulance,N,Moderate,GREEN_N,35
41,30,19,42,74.6,77.5,97.7,85.6,W,9,Ambulance,E,Severe,GREEN_E,35
53,54,45,46,100,96.7,96.4,98.6,S,46,Normal,None,Severe,GREEN_N,65
25,23,16,20,63.5,52.6,56.8,57.8,S,32,Ambulance,N,High,GREEN_N,35
42,41,35,42,100,100,100,98.6,N,16,Normal,None,Severe,GREEN_N,79
20,33,23,29,76.8,86.2,95.3,83,N,8,Normal,None,Severe,GREEN_E,56
38,24,40,41,73.8,65.2,87.2,79.9,W,44,Normal,None,Severe,GREEN_E,55
25,24,28,19,71.2,88.1,69.9,78.6,W,72,Breakdown,N,Severe,GREEN_S,74
35,47,47,53,93.8,97.5,100,99.2,N,25,Normal,None,Severe,GREEN_E,76
16,15,14,16,51.9,71.8,53.2,61.3,S,30,Normal,None,High,GREEN_S,48
37,37,48,46,100,100,100,100,E,11,Ambulance,W,Severe,GREEN_W,35
44,39,51,53,100,98.7,94.8,100,W,34,Normal,None,Severe,GREEN_W,60
12,10,9,6,34.4,40.1,28.4,18.1,E,23,Normal,None,Low,GREEN_S,33
43,37,44,42,100,93,100,100,E,4,Ambulance,W,Severe,GREEN_W,35
7,12,15,10,17.2,25,44,36,W,34,Ambulance,E,Low,GREEN_E,35
39,37,53,44,94.8,92.4,100,100,N,25,Breakdown,S,Severe,GREEN_W,71
36,31,25,32,76,71.9,71.1,78.4,E,8,Normal,None,High,GREEN_W,59
42,31,35,21,92.9,79.4,78.3,68.6,W,23,Ambulance,N,Severe,GREEN_N,35
18,24,14,23,50.6,54.5,74.6,60.7,W,27,Ambulance,E,High,GREEN_E,35
26,22,36,18,82.7,76.6,95.6,74.4,W,29,Normal,None,Severe,GREEN_E,72
14,10,3,1,38.9,44.1,15.4,21.5,E,9,Normal,None,Low,GREEN_S,15
39,40,18,38,80.5,83.6,64.4,97.1,W,11,Ambulance,W,Severe,GREEN_W,35
11,20,8,12,49.4,57.8,45.4,55.2,E,20,Normal,None,Moderate,GREEN_S,30
14,13,22,13,48.7,56.1,59.5,56.5,S,4,Ambulance,E,Moderate,GREEN_E,35
51,35,35,41,100,91.5,96.4,100,S,59,Breakdown,S,Severe,GREEN_W,69
16,28,10,15,49.7,59.5,46.6,50.9,N,25,Normal,None,Moderate,GREEN_S,37
19,20,36,34,69.6,75.8,74.9,77.7,E,29,Normal,None,High,GREEN_W,55
13,6,4,7,42,31.3,25.5,55.1,N,14,Ambulance,W,Moderate,GREEN_W,35
42,32,19,24,87,77.8,69.4,66.4,S,31,Normal,None,High,GREEN_N,57
9,10,3,7,49.5,37.6,24.7,34,N,35,Normal,None,Moderate,GREEN_N,50
21,22,27,18,74.6,68.1,85.1,71.8,S,1,Breakdown,S,High,GREEN_E,49
46,55,47,49,96.3,96.8,100,100,E,75,Normal,None,Severe,GREEN_W,81
50,35,46,50,100,95.4,93.6,100,N,11,Normal,None,Severe,GREEN_W,81
9,11,15,2,27.9,33,44.9,15,E,26,Normal,None,Low,GREEN_E,27
38,51,55,36,96.3,99.1,100,99.1,W,21,Ambulance,E,Severe,GREEN_E,35
5,9,6,12,31.2,42.7,23.7,31,N,3,Normal,None,Moderate,GREEN_S,37
17,26,8,8,59.8,67.7,73.5,41.9,W,29,Ambulance,E,High,GREEN_E,35
4,14,10,15,24.2,49.9,25.6,39.1,E,11,Normal,None,Moderate,GREEN_S,45
53,55,41,37,100,97.7,99.4,93.9,W,25,Ambulance,N,Severe,GREEN_N,35
36,44,33,41,100,100,100,100,N,16,Normal,None,Severe,GREEN_N,71
13,8,23,19,52,42.3,67,52,W,9,Normal,None,Moderate,GREEN_E,49
45,48,40,38,99.2,100,95.7,96.9,S,41,Normal,None,Severe,GREEN_S,75
4,1,11,10,24.8,11.7,46.5,36.8,E,4,Normal,None,Low,GREEN_E,16
9,20,21,26,50.5,70.4,63.1,59.5,E,1,Normal,None,High,GREEN_S,56
22,23,15,22,48.8,74.2,47.4,61.4,E,40,Normal,None,High,GREEN_S,48
37,45,55,44,100,92.5,100,100,W,26,Ambulance,N,Severe,GREEN_N,35
5,7,6,12,22.1,26.6,35.3,41.3,E,13,Normal,None,Moderate,GREEN_W,49
36,19,28,41,74.2,65.9,98.1,83.8,E,5,Ambulance,E,Severe,GREEN_E,35
10,12,7,1,61,46.5,29.9,24.2,W,42,Normal,None,Moderate,GREEN_N,43
29,22,24,27,85,75.6,77.3,93.8,E,54,Normal,None,Severe,GREEN_W,78
43,45,39,48,100,100,91.4,100,N,19,Ambulance,S,Severe,GREEN_S,35
20,14,21,8,58.9,47.1,64,71.7,N,14,Normal,None,High,GREEN_W,54
13,5,8,10,29.8,29.1,30.5,45.1,N,13,Normal,None,Moderate,GREEN_W,33
18,33,29,31,87.9,82.4,81.1,78.4,S,49,Breakdown,W,Severe,GREEN_N,64
13,4,10,6,31.8,19,39.8,29.2,N,17,Normal,None,Low,GREEN_E,35
24,36,34,25,66.3,83.3,95.7,80.3,E,47,Normal,None,Severe,GREEN_E,82
55,39,32,44,98.4,100,96.3,100,E,66,Normal,None,Severe,GREEN_S,75
15,6,11,5,42.2,20.2,34.5,23.5,E,13,Breakdown,E,Low,GREEN_N,18
15,12,2,1,49.5,45.2,18.2,60.8,S,11,Ambulance,W,Moderate,GREEN_W,35
34,42,36,39,67.3,92.8,82.7,72.2,E,26,Breakdown,W,Severe,GREEN_S,83
50,46,38,39,100,100,100,99,N,43,Normal,None,Severe,GREEN_N,65
36,37,53,36,99.9,97.5,100,92,E,31,Ambulance,E,Severe,GREEN_E,35
21,40,35,21,73.6,82.9,88.5,70.3,N,54,Normal,None,Severe,GREEN_E,73
36,43,45,50,100,100,100,97.3,W,8,Ambulance,S,Severe,GREEN_S,35
53,47,48,50,93.9,100,100,94.7,W,28,Normal,None,Severe,GREEN_S,55
8,6,10,7,28.3,29.2,35.5,50,W,26,Ambulance,W,Moderate,GREEN_W,35
8,5,6,1,46.5,24.2,29.8,20.7,S,7,Normal,None,Low,GREEN_N,20
53,54,53,34,100,100,100,93.2,E,4,Ambulance,S,Severe,GREEN_S,35
43,43,33,47,95.6,100,92.3,100,N,57,Normal,None,Severe,GREEN_W,74
38,44,45,36,91.7,100,100,91.6,S,52,Normal,None,Severe,GREEN_E,65
24,23,26,22,73.6,76.9,91,70.4,W,22,Normal,None,Severe,GREEN_E,62
35,25,34,38,70.3,77.3,82.3,92.4,N,36,Breakdown,S,Severe,GREEN_W,65
8,21,26,15,74.3,52.4,68.4,60.6,N,30,Ambulance,N,High,GREEN_N,35
19,21,39,39,67.4,77.7,80.2,84.3,S,29,Ambulance,W,Severe,GREEN_W,35
37,39,40,25,83.9,81.2,77.2,93,S,18,Ambulance,W,Severe,GREEN_W,35
9,10,24,14,70.3,44.6,63.5,50.2,S,7,Ambulance,N,High,GREEN_N,35
30,30,26,21,73.9,78.5,76.2,90.6,E,43,Normal,None,Severe,GREEN_W,58
32,39,37,42,100,96,100,100,W,6,Normal,None,Severe,GREEN_W,55
17,10,27,8,57.7,43.6,69.7,83.4,W,14,Ambulance,W,High,GREEN_W,35
24,41,39,40,63.6,78.4,81.3,82.9,W,13,Normal,None,Severe,GREEN_W,61
32,24,33,29,75.6,72.7,69.3,81.3,W,24,Normal,None,High,GREEN_W,45
12,25,17,9,51.4,69,51.7,55.4,W,57,Normal,None,High,GREEN_S,65
19,25,31,22,80.1,88,76.4,79.3,S,18,Ambulance,S,Severe,GREEN_S,35
3,3,11,5,55.8,19.5,50.6,31.2,N,5,Ambulance,N,Moderate,GREEN_N,35
9,8,6,9,30.3,30.9,29.1,39.4,N,2,Ambulance,W,Moderate,GREEN_W,35
9,10,14,27,53.7,57.2,48,69.3,W,11,Normal,None,High,GREEN_W,47
40,48,45,36,100,100,100,91.3,E,1,Ambulance,S,Severe,GREEN_S,35
20,8,17,18,60.1,49.7,62.1,55.5,W,23,Ambulance,E,High,GREEN_E,35
13,14,7,1,43.4,56.2,24.9,13.9,W,25,Ambulance,S,Moderate,GREEN_S,35
26,24,19,20,61.6,58.2,69,52.1,E,28,Ambulance,E,High,GREEN_E,35
55,42,40,55,100,100,91.6,100,E,56,Normal,None,Severe,GREEN_W,62
15,15,20,25,53.3,60,66.3,55.6,E,43,Normal,None,High,GREEN_E,53
42,35,45,44,94.1,100,100,100,S,53,Normal,None,Severe,GREEN_W,69
33,43,49,49,100,99.4,100,100,N,41,Breakdown,N,Severe,GREEN_W,62
15,23,10,8,52.8,70,76,56.3,S,3,Ambulance,E,High,GREEN_E,35
2,5,3,9,25,60.4,24.6,51,N,32,Normal,None,Moderate,GREEN_S,41
16,11,24,9,70.9,46.8,61.2,53.8,N,3,Ambulance,N,High,GREEN_N,35
1,2,8,10,18,18.1,56.8,46.8,N,24,Normal,None,Moderate,GREEN_E,31
48,48,41,34,100,100,94.2,99.1,W,16,Ambulance,S,Severe,GREEN_S,35
12,11,7,3,37.1,45.6,27.6,20.8,E,25,Normal,None,Moderate,GREEN_S,45
5,12,6,11,28.2,43.1,22.9,56.9,E,47,Normal,None,Moderate,GREEN_W,48
21,28,19,28,54.1,58.6,58.9,70.7,N,26,Ambulance,W,High,GREEN_W,35
20,22,22,26,87.9,71.9,76.3,70.5,S,1,Ambulance,N,Severe,GREEN_N,35
55,47,37,51,100,100,100,100,N,1,Breakdown,S,Severe,GREEN_N,68
25,27,41,29,66,74.5,87.2,78.7,W,18,Normal,None,Severe,GREEN_E,72
12,2,9,8,35.4,19.6,39.7,32.2,N,8,Breakdown,S,Moderate,GREEN_E,48
46,48,49,32,100,100,100,96.1,S,59,Normal,None,Severe,GREEN_E,76
1,8,1,14,72.7,41.5,14.7,57.8,S,17,Ambulance,N,Moderate,GREEN_N,35
26,34,38,38,91,75.1,84,81.9,W,5,Ambulance,N,Severe,GREEN_N,35
15,7,13,13,47.6,21.7,33.6,37.3,E,23,Ambulance,N,Moderate,GREEN_N,35
15,7,8,8,45.3,29.9,51.7,28.3,E,22,Ambulance,E,Moderate,GREEN_E,35
10,12,1,12,30.2,32.9,12.4,41,W,4,Normal,None,Low,GREEN_W,13
14,25,28,17,63.3,54,55.6,46.4,W,16,Ambulance,N,Moderate,GREEN_N,35
11,15,7,4,36,46.6,29.6,21.8,E,18,Normal,None,Moderate,GREEN_S,33
14,3,8,6,40.2,14.4,35.4,48.9,E,34,Ambulance,W,Moderate,GREEN_W,35
6,3,8,11,25.6,24.3,49.8,44.2,E,24,Ambulance,E,Moderate,GREEN_E,35
2,4,14,5,22,27.9,43.8,52.6,N,21,Breakdown,E,Moderate,GREEN_W,47
2,6,9,2,17.1,34.8,39.5,29.5,W,12,Normal,None,Low,GREEN_E,15
21,28,37,35,69.7,77.1,74.7,82.6,W,30,Normal,None,Severe,GREEN_W,57
38,18,21,31,89,75.3,71.3,70.2,W,53,Normal,None,Severe,GREEN_N,57
26,21,20,24,53.3,74.5,61.4,59.1,E,26,Normal,None,High,GREEN_S,51
33,24,22,38,88.6,69.2,67.8,82.4,N,28,Normal,None,Severe,GREEN_N,56
53,44,55,48,100,100,95,100,S,14,Breakdown,S,Severe,GREEN_N,81
8,14,9,11,26.8,42.2,35.3,48,E,44,Normal,None,Moderate,GREEN_W,46
7,3,7,14,22.5,23.1,49.7,40.5,E,26,Breakdown,W,Moderate,GREEN_E,45
24,14,15,15,56.4,56.1,46.4,48.3,S,21,Normal,None,Moderate,GREEN_N,49
2,15,9,2,27.2,42.9,37.9,18.6,N,10,Normal,None,Moderate,GREEN_S,37
8,11,11,6,32.3,39.5,41.9,18.9,S,8,Normal,None,Moderate,GREEN_E,41
35,36,30,29,91.8,80.2,70.6,81.4,W,62,Normal,None,Severe,GREEN_N,75
19,36,27,40,90.8,84.4,76.7,74.6,W,30,Ambulance,N,Severe,GREEN_N,35
31,35,25,37,72.5,90.6,80.5,78.1,N,41,Normal,None,Severe,GREEN_S,57
8,8,2,14,53.3,26,16.6,41.2,S,4,Ambulance,N,Moderate,GREEN_N,35
26,8,23,13,60.9,51.2,59.8,46.2,W,5,Normal,None,Moderate,GREEN_N,31
2,12,12,10,22.7,33.2,40.9,27,E,10,Normal,None,Low,GREEN_E,29
24,34,24,24,70.5,83.5,74.2,72.1,N,15,Breakdown,N,High,GREEN_S,56
52,35,36,40,100,100,96.5,92.7,S,51,Normal,None,Severe,GREEN_S,67
10,21,28,28,53.6,63,55.4,68.4,E,9,Normal,None,High,GREEN_W,46
3,1,10,11,27.7,58.7,47,38.7,N,29,Ambulance,S,Moderate,GREEN_S,35
53,46,32,33,100,100,92.2,92.1,W,37,Normal,None,Severe,GREEN_N,82
12,9,27,16,72.7,48.6,58.6,48.6,E,28,Ambulance,N,High,GREEN_N,35
36,47,32,41,93.3,100,97,97.8,N,27,Breakdown,N,Severe,GREEN_S,62
34,43,49,34,95,100,100,90.8,W,37,Normal,None,Severe,GREEN_E,70
10,10,1,10,29.8,35.6,12.7,40.1,E,3,Breakdown,S,Low,GREEN_W,19
16,12,21,14,57.9,56.8,56.9,51.4,W,22,Ambulance,N,Moderate,GREEN_N,35
25,13,19,18,67,47.6,75,54.4,W,6,Normal,None,High,GREEN_E,51
9,12,7,4,39.1,44.7,30.9,21.1,E,15,Breakdown,E,Moderate,GREEN_S,31
8,12,19,15,44.5,54.8,68.1,79.8,N,43,Normal,None,High,GREEN_W,50
41,20,22,41,83.5,66.6,76,97.7,E,9,Ambulance,W,Severe,GREEN_W,35
34,35,35,53,100,93.6,100,100,N,10,Ambulance,E,Severe,GREEN_E,35
48,39,33,40,100,100,90.2,100,S,33,Ambulance,S,Severe,GREEN_S,35
25,32,21,34,74,76.4,85.7,76.5,S,21,Ambulance,E,Severe,GREEN_E,35
18,18,42,39,78.1,69.3,74.2,89.7,E,50,Normal,None,Severe,GREEN_W,64
35,24,38,39,77.6,75.5,75.9,86.5,E,11,Normal,None,Severe,GREEN_W,83
8,4,13,14,29.1,22.9,49.6,36.8,S,23,Normal,None,Moderate,GREEN_E,38
3,4,3,4,46.5,35.1,34.2,25.7,E,5,Normal,None,Moderate,GREEN_N,34
37,52,53,43,92.3,100,100,97.3,E,69,Normal,None,Severe,GREEN_E,83
53,38,32,49,100,93.5,100,100,N,31,Normal,None,Severe,GREEN_N,59
32,23,41,31,78.1,91.2,85,79.4,W,11,Normal,None,Severe,GREEN_S,59
16,10,14,20,50.2,49.1,76,66.2,W,17,Ambulance,E,High,GREEN_E,35
11,9,13,5,38.2,31.7,42,26.3,W,16,Ambulance,E,Moderate,GREEN_E,35
19,22,24,12,62.6,74.1,66.9,55.3,W,18,Normal,None,High,GREEN_S,51
9,13,12,10,30.4,37.3,25.8,50.4,E,4,Breakdown,S,Moderate,GREEN_W,46
8,15,5,14,19.9,41.1,16.4,53.1,N,32,Ambulance,W,Moderate,GREEN_W,35
49,43,48,33,98,100,100,89.5,E,60,Normal,None,Severe,GREEN_E,78
53,50,50,55,95.7,98.7,95.3,99.4,E,11,Ambulance,W,Severe,GREEN_W,35
34,20,30,38,94.9,69.1,69.9,85,W,57,Breakdown,E,Severe,GREEN_N,64
3,10,2,5,28.5,38.3,15.6,29.7,N,24,Normal,None,Low,GREEN_S,35
44,33,39,44,100,100,97,98.5,W,53,Normal,None,Severe,GREEN_N,59
12,2,8,3,41.9,13.6,27,19,E,23,Breakdown,E,Low,GREEN_N,33
45,47,33,39,100,98,100,93,S,22,Normal,None,Severe,GREEN_N,55
40,40,32,27,71.8,77.1,83.9,68.4,N,39,Breakdown,N,High,GREEN_E,47
23,30,21,25,75.4,71.1,69.2,68.8,N,20,Ambulance,N,High,GREEN_N,35
18,10,10,24,55.6,48.4,78.7,67.1,N,23,Ambulance,E,High,GREEN_E,35
